date,June temp
6/24/2012,68
6/25/2012,68
6/26/2012,69
6/27/2012,69
6/28/2012,69
6/29/2012,71
6/1/2013,78
6/2/2013,72
6/3/2013,73
6/4/2013,71
6/5/2013,72
6/6/2013,72
6/7/2013,71
6/8/2013,74
6/9/2013,71
6/10/2013,72
6/11/2013,72
6/12/2013,74
6/13/2013,72
6/14/2013,69
6/15/2013,70
6/16/2013,76
6/17/2013,70
6/18/2013,71
6/19/2013,73
6/20/2013,68
6/21/2013,68
6/22/2013,69
6/23/2013,70
6/24/2013,69
6/25/2013,69
6/26/2013,70
6/27/2013,71
6/28/2013,70
6/29/2013,67
6/30/2013,72
6/1/2014,72
6/2/2014,75
6/3/2014,73
6/4/2014,73
6/5/2014,72
6/6/2014,71
6/7/2014,77
6/8/2014,73
6/9/2014,70
6/10/2014,70
6/11/2014,76
6/12/2014,72
6/13/2014,73
6/14/2014,77
6/15/2014,73
6/16/2014,70
6/17/2014,68
6/18/2014,69
6/19/2014,70
6/20/2014,70
6/21/2014,73
6/22/2014,70
6/23/2014,69
6/24/2014,71
6/25/2014,70
6/26/2014,70
6/27/2014,72
6/28/2014,71
6/29/2014,70
6/1/2015,69
6/2/2015,72
6/3/2015,72
6/4/2015,71
6/5/2015,76
6/6/2015,71
6/7/2015,72
6/8/2015,70
6/9/2015,72
6/10/2015,72
6/12/2015,71
6/13/2015,72
6/14/2015,69
6/15/2015,70
6/16/2015,73
6/17/2015,70
6/18/2015,72
6/19/2015,72
6/20/2015,71
6/21/2015,73
6/22/2015,72
6/23/2015,73
6/24/2015,72
6/25/2015,71
6/26/2015,70
6/27/2015,75
6/28/2015,72
6/29/2015,70
6/30/2015,72
6/1/2016,70
6/2/2016,71
6/3/2016,70
6/5/2016,73
6/6/2016,72
6/7/2016,71
6/8/2016,71
6/9/2016,69
6/10/2016,70
6/11/2016,73
6/12/2016,75
6/13/2016,73
6/14/2016,72
6/15/2016,70
6/16/2016,70
6/17/2016,69
6/18/2016,73
6/19/2016,74
6/20/2016,72
6/21/2016,71
6/22/2016,73
6/23/2016,72
6/25/2016,73
6/26/2016,74
6/27/2016,72
6/28/2016,74
6/29/2016,72
6/1/2017,74
6/3/2017,74
6/4/2017,77
6/5/2017,74
6/6/2017,74
6/7/2017,79
6/8/2017,75
6/10/2017,72
6/11/2017,76
6/12/2017,74
6/13/2017,73
6/14/2017,74
6/15/2017,77
6/16/2017,74
6/17/2017,72
6/18/2017,77
6/19/2017,76
6/20/2017,74
6/21/2017,75
6/22/2017,76
6/23/2017,71
6/24/2017,73
6/25/2017,79
6/26/2017,79
6/27/2017,74
6/28/2017,74
6/29/2017,76
6/30/2017,75
